BusinessEntityID,Name,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName
1316,Wheelsets Storehouse,Main Office,63 Badgers Island West,null,Kittery,Maine,03904,United States
1364,Tandem Sales and Service,Main Office,63 Free St.,null,Toronto,Ontario,M4B 1V4,Canada
1280,Largest Bike Store,Main Office,63 W Monroe,null,Chicago,Illinois,60610,United States
510,Bikes for Two,Main Office,63 West Beaver Creek,null,Richmond Hill,Ontario,L4E 3M5,Canada
1196,Weekend Bike Tours,Main Office,630 N. Capitol Ave.,null,San Jose,California,95112,United States
1948,Classic Cycle Store,Main Office,630 Oldgate Lane,null,Milford,Connecticut,06460,United States
1312,National Manufacturing,Main Office,630 University Avenue,null,Toronto,Ontario,M4B 1V7,Canada
842,Sensational Discount Store,Main Office,6333 Cloverleaf Parkway,null,Kannapolis,North Carolina,28081,United States
1352,Grand Industries,Main Office,6333 Cote Vertu,null,Montreal,Quebec,H1Y 2H7,Canada
928,Rural Cycle Emporium,Main Office,6388 Lake City Way,null,Burnaby,British Columbia,V5A 3A6,Canada
1004,Finer Mart,Main Office,640 South 994th St. W.,null,Billings,Montana,59101,United States
1224,Acceptable Sales & Service,Main Office,"6400, 888 - 3rd Avenue",null,Calgary,Alberta,T2P 2G8,Canada
2051,A Bicycle Association,Main Office,6405 Erie Blvd. Hills Plaza,null,De Witt,New York,13214,United States
1216,Beneficial Exercises and Activities,Main Office,6425 Nw Loop 410,null,San Antonio,Texas,78204,United States
784,Online Bike Catalog,Main Office,65 Epping Rd,null,Lavender Bay,New South Wales,2060,Australia
456,Uncompromising Quality Co,Main Office,65 Epping Road,null,North Ryde,New South Wales,2113,Australia
1156,Leisure Activities,Main Office,65 Gamelin Street,null,Hull,Quebec,8Y,Canada
1942,Functional Store North,Main Office,650 E Altamonte Dr,null,Altamonte Springs,Florida,32701,United States
316,Fun Toys and Bikes,Main Office,6500 East Grant Road,null,Tucson,Arizona,85701,United States
980,Wholesale Parts,Main Office,655-4th Ave S.W.,null,Calgary,Alberta,T2P 2G8,Canada
814,Excellent Riding Supplies,Main Office,"6555 Quince Road, Suite 2025",null,Memphis,Tennessee,38103,United States
1416,Pedal Systems Company,Main Office,656 Cox Creek Pkwy.,null,Florence,Alabama,35630,United States
1994,World of Bikes,Main Office,660 Lindbergh,null,Saint Louis,Missouri,63103,United States
1040,Family Cycle Store,Main Office,"660 Saint-Jacques, Bureau 400",null,Montreal,Quebec,H1Y 2H8,Canada
498,Moderately-Priced Bikes Store,Main Office,67 Rainer Ave S,null,Renton,Washington,98055,United States
1402,Consumer Equipment,Main Office,"67 Vincent Square, Victoria",null,London,England,SW1P 2NU,United Kingdom
864,Price-Cutter Discount Bikes,Main Office,6700 Boul Taschereau,null,Brossard,Quebec,J4Z 1C5,Canada
844,Future Bikes,Main Office,"67255 - 8th Street N.E., Suite 350",null,Calgary,Alberta,T2P 2G8,Canada
454,Tire Company,Main Office,675 East Ave.,null,Warwick,Rhode Island,02889,United States
1128,Retail Sporting Goods,Main Office,6753 Howard Hughes Parkway,null,Las Vegas,Nevada,89106,United States
1254,Mountain Bike Center,Main Office,6756 Mowry,null,Newark,California,94560,United States
782,Neighborhood Store,Main Office,6777 Kingsway,null,Burnaby,British Columbia,V5H 3Z7,Canada
560,Online Bike Sellers,Main Office,678 Eastman Ave.,null,Midland,Michigan,48640,United States
406,Kickstand Sellers,Main Office,6789 Warren Road,null,Westland,Michigan,48185,United States
1300,Perfect Toys,Main Office,"68081, place du Tertre",null,Colomiers,Garonne (Haute),31770,France
1286,Neighborhood Bicycle Storehouse,Main Office,"69, boulevard Tremblay",null,Roncq,Nord,59223,France
302,Area Bike Accessories,Main Office,6900 Sisk Road,null,Modesto,California,95354,United States
1344,Exotic Bikes,Main Office,6900 William Richardson Ct.,null,South Bend,Indiana,46601,United States
908,General Bike Corporation,Main Office,69251 Creditview Road,null,Mississauga,Ontario,L5B 3V4,Canada
1858,Bicycle Lines Distributors,Main Office,6996 South Lindbergh,null,Saint Louis,Missouri,63103,United States
1442,Accessories Network,Main Office,"699bis, rue des Peupliers",null,Paris,Seine (Paris),75008,France
1488,City Cycling,Main Office,6th Floor 5250 Main Street,null,Winnipeg,Manitoba,R3,Canada
678,Nuts and Bolts Mfg.,Main Office,6th Floor Ferguson Block,null,Toronto,Ontario,M4B 1V7,Canada
1112,Economy Center,Main Office,"6th Floor, 25st Canadian Place",null,Toronto,Ontario,M4B 1V5,Canada
1964,Extended Tours,Main Office,"7 Garden House Cloisters, 8 Batters",null,London,England,SW8 4BG,United Kingdom
1208,Little Sports Center,Main Office,7 Pioneer Business Park,null,York,England,Y03 4TN,United Kingdom
374,Immense Manufacturing Company,Main Office,70 N.W. Plaza,null,Saint Ann,Missouri,63074,United States
380,Workout Emporium,Main Office,700 Bureau Road,null,Montreal,Quebec,H1Y 2H7,Canada
1810,Sellers of Cycles,Main Office,700 Se Sunnyside Road,null,Clackamas,Oregon,97015,United States
1078,Eastside Parts Shop,Main Office,7000 Victoria Park Avenue,null,Toronto,Ontario,M4B 1V4,Canada
802,Successful Sales Company,Main Office,7009 Sw Hall Blvd.,null,Tigard,Oregon,97223,United States
990,Locks Company,Main Office,70259 West Sunnyview Ave,null,Visalia,California,93291,United States
434,Country Parts Shop,Main Office,"7033, rue de Longchamp",null,Les Ulis,Essonne,91940,France
892,Coho Sports,Main Office,705 SE Mall Parkway,null,Everett,Washington,98201,United States
504,Economy Bikes Company,Main Office,72502 Eastern Ave.,null,Bell Gardens,California,90201,United States
1992,Totes & Baskets Company,Main Office,72540 Blanco Rd.,null,San Antonio,Texas,78204,United States
1832,Downhill Bicycle Specialists,Main Office,725a The Arches,null,Berks,England,SL4 1RH,United Kingdom
1346,Fitness Hotel,Main Office,74400 France Avenue South,null,Edina,Minnesota,55436,United States
762,Friendly Bike Shop,Main Office,750 Lakeway Dr,null,Bellingham,Washington,98225,United States
1864,Plastic Parts Company,Main Office,750 Philip Street,null,Waterloo,Ontario,N2V,Canada
1422,Fashionable Department Stores,Main Office,7505 Commercial Dr.,null,New Hartford,New York,13413,United States
1458,Alpine Ski House,Main Office,7505 Laguna Boulevard,null,Elk Grove,California,95624,United States
1910,Wingtip Toys,Main Office,755 Columbia Ctr Blvd,null,Kennewick,Washington,99337,United States
1890,Travel Sports,Main Office,755 Nw Grandstand,null,Issaquah,Washington,98027,United States
1230,Fitness Supplies,Main Office,755 W Washington Ave Ste D,null,Sequim,Washington,98382,United States
508,Atypical Bike Company,Main Office,"7551, avenue Foch",null,Paris,Seine (Paris),75010,France
1206,Capable Sales and Service,Main Office,765 Delridge Way Sw,null,Seattle,Washington,98104,United States
724,Two Wheels Cycle Store,Main Office,77 Beale Street,Room 99767c,San Francisco,California,94109,United States
512,Metal Processing Company,Main Office,770 Notre Datme Quest Bureau 800,null,Montreal,Quebec,H1Y 2H7,Canada
1930,Reliable Brake Systems,Main Office,770 South Point Dr,null,Memphis,Tennessee,38103,United States
1080,Exchange Parts Inc.,Main Office,7700 Green Road,null,Raleigh,North Carolina,27603,United States
874,Real Sporting Goods,Main Office,7709 West Virginia Avenue,null,Phoenix,Arizona,85004,United States
766,Extreme Toy Store,Main Office,7725 Luddington Lane,null,Birmingham,Alabama,35203,United States
1814,Fitness Department Stores,Main Office,7750 E Marching Rd,null,Scottsdale,Arizona,85257,United States
694,Genuine Bike Shop,Main Office,7760 N. Pan Am Expwy,null,San Antonio,Texas,78204,United States
444,Fourth Bike Store,Main Office,77993 Mentor Ave.,null,Mentor,Ohio,44060,United States
440,Juvenile Sports Equipment,Main Office,78025 E. Mercy Island Cswy,null,Merritt Island,Florida,32952,United States
516,Initial Bike Company,Main Office,789 West Alameda,null,Westminster,Colorado,80030,United States
394,Blue-Ribbon Bike Company,Main Office,790 Shelbyville Road,null,Saint Matthews,Kentucky,40207,United States
1028,Progressive Sports,Shipping,7943 Walnut Ave,null,Renton,Washington,98055,United States
1174,Sure & Reliable Sporting Goods,Main Office,7990 Ocean Beach Hwy.,null,Longview,Washington,98632,United States
1024,Exemplary Cycles,Main Office,79945 Corporate Center Drive,null,Miami,Florida,33127,United States
932,Modular Cycle Systems,Main Office,800 Interchange Blvd.,Suite 2501,Austin,Texas,78701,United States
476,Industrial Supplies,Main Office,825 Coral Way,null,Miami,Florida,33127,United States
1048,Countryside Company,Main Office,825 W 500 S,null,Bountiful,Utah,84010,United States
354,Acclaimed Bicycle Company,Main Office,830 Highway 499 So,null,Mcdonough,Georgia,30253,United States
1194,Variety Bike Outlet,Main Office,83995 South Dixie Highway,null,Miami,Florida,33127,United States
564,Unusual Bicycle Company,Main Office,85 Egerton Street,null,Silverwater,New South Wales,2264,Australia
1030,Underglaze and Finish Company,Main Office,8520 University City Blvd,null,Charlotte,North Carolina,28202,United States
734,Superlative Bikes,Main Office,8525 Nw 17th St.,null,Miami,Florida,33127,United States
1900,Fun Times Club,Main Office,8525 South Parker Road,null,Parker,Colorado,80138,United States
1332,Catalog Store,Main Office,855 East Main Avenue,null,Zeeland,Michigan,49464,United States
1404,Rally Master Company Inc,Main Office,870 N. 54th Ave.,null,Chandler,Arizona,85225,United States
1470,All Cycle Shop,Shipping,8713 Yosemite Ct.,null,Bothell,Washington,98011,United States
1954,Recreation Supplies,Main Office,8789 S.W. 2517 Ave.,null,Kendall,Florida,33143,United States
1962,Metropolitan Equipment,Main Office,"88, avenue de l´ Union Centrale",null,Paris,Seine (Paris),75012,France
548,Eastside Sporting Goods,Main Office,89950 Castleton Corner,null,Indianapolis,Indiana,46204,United States
1334,Chic Department Stores,Main Office,90025 Sterling St,null,Irving,Texas,75061,United States
1210,Pretty Bikes and Toys,Main Office,"9005, rue des Bouchers",null,Paris,Seine (Paris),75005,France
1320,Security Racks and Locks Wholesalers,Main Office,910 Main Street.,null,Sparks,Nevada,89431,United States
1330,Elite Bikes,Shipping,9178 Jumping St.,null,Dallas,Texas,75201,United States
1204,Racing Toys,Shipping,9228 Via Del Sol,null,Phoenix,Arizona,85004,United States
1132,General Industries,Main Office,9259 - 1110th Avenue Sw,null,Calgary,Alberta,T2P 2G8,Canada
432,Bulk Discount Store,Main Office,"93-2501, Blackfriars Road,",null,London,England,SE1 8HL,United Kingdom
1966,Convenient Sales and Service,Main Office,950 Gateway Street,null,Springfield,Oregon,97477,United States
1870,Big Cycle Mall,Main Office,9500b E. Central Texas Expressway,null,Killeen,Texas,76541,United States
1158,Paints and Solvents Company,Main Office,955 E. County Line Rd.,null,Englewood,Colorado,80110,United States
1166,Home Town Bike Store,Main Office,955 Green Valley Crescent,null,Ottawa,Ontario,K4B 1S1,Canada
414,Lubricant and Grease Suppliers,Main Office,956k North Wesleyan Blvd.,null,Rocky Mount,North Carolina,27803,United States
970,Primary Bike Distributors,Main Office,965 De La Gauchetiere West,null,Montreal,Quebec,H1Y 2H8,Canada
1200,General Supplies,Main Office,9693 Louis H Lafontaine,null,Ville De'anjou,Quebec,J1G 2R3,Canada
978,Commercial Sporting Goods,Main Office,9700 Sisk Road,null,Modesto,California,95354,United States
616,Tread Industries,Shipping,9707 Coldwater Drive,null,Orlando,Florida,32804,United States
1852,Top Bike Market,Main Office,975 Princess Street,null,Kingston,Ontario,7L,Canada
1408,Sports Products Store,Main Office,"98, rue de Terre Neuve",null,Lieusaint,Seine et Marne,77127,France
1486,Rural Mountain Bike Mart,Main Office,"98, rue Montcalm",null,Paris,Seine (Paris),75019,France
1310,Unified Sports Company,Main Office,9876 Fruitville Rd,null,Sarasota,Florida,34236,United States
796,Rich Department Store,Main Office,99 - 6 Orion Road,null,Lane Cove,New South Wales,1597,Australia
1386,Authentic Sales and Service,Main Office,"99 Dean Street, Soho",null,London,England,W1V 5RN,United Kingdom
994,Incomparable Bicycle Store,Main Office,99 Edgewater Drive,null,Norwood,Massachusetts,02062,United States
1126,Hardware Components,Shipping,99 Front Street,null,Minneapolis,Minnesota,55402,United States
1882,Red Bicycle Company,Main Office,"99, Rue Saint-pierre",null,Pnot-Rouge,Quebec,J1E 2T7,Canada
1162,Bikes for Kids and Adults,Main Office,9900 Ronson Drive,null,Etobicoke,Ontario,M9W 3P3,Canada
816,Farthermost Bike Shop,Main Office,99000 S. Avalon Blvd. Suite 750,null,Carson,California,90746,United States
1430,Leather Seat Factory,Main Office,"9900-6400 Boul, Taschereau",null,Brossard,Quebec,J4Z 1R4,Canada
496,Grease and Oil Products Company,Main Office,9903 Highway 6 South,null,Houston,Texas,77003,United States
652,Westside Plaza,Main Office,99040 California Avenue,null,Sand City,California,93955,United States
1388,Official Parts Shop,Main Office,9905 Three Rivers Drive,null,Kelso,Washington,98626,United States
958,Big-Time Bike Store,Main Office,9909 W. Ventura Boulevard,null,Camarillo,California,93010,United States
1044,Superb Sales and Repair,Main Office,990th Floor 700 De La GauchetiSre Ou,null,Montreal,Quebec,H1Y 2H3,Canada
1322,Rapid Bikes,Main Office,992 St Clair Ave East,null,Toronto,Ontario,M4B 1V7,Canada
1850,Wheel Gallery,Main Office,9920 Bridgepointe Parkway,null,San Mateo,California,94404,United States
686,Full-Service Bike Store,Main Office,9920 North Telegraph Rd.,null,Pontiac,Michigan,48342,United States
1018,Trusted Catalog Store,Main Office,9920 Picketts Line Road,null,Newport News,Virginia,23607,United States
1434,Endurance Bikes,Main Office,99200 Dixwell Ave.,null,Hamden,Connecticut,06518,United States
448,Traction Tire Company,Main Office,99235 Hawthorne Blvd.,null,Torrance,California,90505,United States
1032,Brakes and Gears,Main Office,9927 N. Main St.,null,Tooele,Utah,84074,United States
838,Stock Parts and Supplies,Main Office,99295 S.e. Tualatin Valley_hwy.,null,Hillsboro,Oregon,97123,United States
534,Prosperous Tours,Main Office,99-3 Forest Works,null,London,England,E17 6JF,United Kingdom
430,Center Cycle Shop,Main Office,99300 223rd Southeast,null,Bothell,Washington,98011,United States
1064,Retread Tire Company,Main Office,9935 Robert C Daniel Jr Parkway,null,Augusta,Georgia,30901,United States
818,Suburban Cycle Shop,Main Office,994 Sw Cherry Park Rd,null,Troutdale,Oregon,97060,United States
672,Good Bike Shop,Main Office,99433 S. Greenbay Rd.,null,Racine,Wisconsin,53182,United States
976,Genial Bike Associates,Main Office,99450 Highway 59 North,null,Humble,Texas,77338,United States
566,Courteous Bicycle Specialists,Main Office,995 Crescent,null,Richmond Hill,Ontario,L4E 3M5,Canada
828,Vigorous Exercise Company,Main Office,"9950 Ferrand Drive, 9th Floor",null,Toronto,Ontario,M4B 1V4,Canada
1414,Bike Dealers Association,Main Office,9952 E. Lohman Ave.,null,Las Cruces,New Mexico,88001,United States
1378,Selected Distributors,Main Office,99535 Dallas Highway,null,Marietta,Georgia,30060,United States
1940,Fasteners & Bolts Outlet,Main Office,9960 King Street E.,null,Toronto,Ontario,M4B 1V5,Canada
1878,Immediate Repair Shop,Main Office,9963 Tresser Blvd.,null,Stamford,Connecticut,06901,United States
1092,Good Toys,Main Office,99700 Bell Road,null,Auburn,California,95603,United States
452,Field Trip Inc,Main Office,997000 Telegraph Rd.,null,Southfield,Michigan,48034,United States
544,Painters Bicycle Specialists,Main Office,9975 Union St.,null,Waterbury,Connecticut,06710,United States
948,Standard Bikes,Main Office,9979 Bayview Drive,null,Barrie,Ontario,L4N,Canada
1802,Cycling Goods,Main Office,997b Tradescant Road,null,London,England,SW8 1XD,United Kingdom
360,Novelty Bikes,Main Office,998 Forest Road,null,Saginaw,Michigan,48601,United States
1824,Major Sporting Goods,Main Office,9980 S Alma School Road,null,Chandler,Arizona,85225,United States
746,Grand Sport Boutique,Main Office,99800 Tittabawasee Rd.,null,Saginaw,Michigan,48601,United States
1136,Rental Bikes,Main Office,"99828 Routh Street, Suite 825",null,Dallas,Texas,75201,United States
1394,Tire Exchange,Main Office,9984 Wellington Street,null,Ottawa,Ontario,K4B 1S2,Canada
752,Elemental Sporting Goods,Main Office,99842 White Mill East,null,Decatur,Georgia,30030,United States
1816,Famous Bike Shop,Main Office,999 West Georgia St.,null,Vancouver,Ontario,V5T 1Y9,Canada
1336,Eastside Department Store,Main Office,9992 Whipple Rd,null,Union City,California,94587,United States
952,Active Systems,Main Office,9995 West Central Entrance,null,Duluth,Minnesota,55802,United States
1928,Quick Parts and Service,Main Office,"99954 Boul. Laurier, Local 060, Place",null,Sainte-Foy,Quebec,G1W,Canada
1248,Glossy Bikes,Main Office,Adirondack Factory Outlet,null,Lake George,New York,12845,United States
876,Versatile Sporting Goods Company,Main Office,Alderstr 1849,null,Braunschweig,Nordrhein-Westfalen,38001,Germany
1190,Mechanical Brake Manufacturers,Main Office,Alte Landstr 776,null,München,Hamburg,80074,Germany
736,Primary Cycle Shop,Main Office,Am Grossen Dern 982,null,Hamburg,Hamburg,20354,Germany
606,Speedometer Sales,Main Office,Am Karlshof 8200,null,Hamburg,Hessen,22001,Germany
424,Bikes Anyone?,Main Office,Ames Plaza,null,Saugus,Massachusetts,01906,United States
1036,Mountain Bike Store,Main Office,Amity Plaza,null,New Haven,Connecticut,06510,United States
570,Professional Cycle Store,Main Office,Arcadia Crossing,null,Phoenix,Arizona,85004,United States
1356,Larger Cycle Shop,Main Office,Attn: Accounts Payable,44 Main Place,Melville,New York,11747,United States
646,Rural Sporting Goods,Main Office,Auf der Krone 53,null,Bonn,Nordrhein-Westfalen,53131,Germany
1926,Fitness Toys,Main Office,Auf Der Steige 1000,null,Berlin,Hamburg,14111,Germany
532,North Bike Company,Main Office,Auf Der Steige 29,null,Muehlheim,Hamburg,63151,Germany
658,Vigorous Sports Store,Main Office,Banbury,null,Oxon,England,OX16 8RS,United Kingdom
1240,Daring Rides,Main Office,Bay Area Outlet Mall,null,Clearwater,Florida,33755,United States
912,Retail Cycle Shop,Main Office,Bayshore Mall,null,Eureka,California,95501,United States
368,Brightwork Company,Main Office,Belz Factory Outlet,null,Las Vegas,Nevada,89106,United States
1898,Valuable Bike Parts Company,Main Office,Belz Factory Outlet,null,Orlando,Florida,32804,United States
334,Global Plaza,Main Office,Belz Factory Outlet,null,Pigeon Forge,Tennessee,37863,United States
770,Best Cycle Store,Main Office,Berliner Platz 45,null,Offenbach,Saarland,63009,Germany
522,Raw Materials Inc,Main Office,Bldg. 9n/99298,null,Redmond,Washington,98052,United States
308,Valley Bicycle Specialists,Main Office,Blue Ridge Mall,null,Kansas City,Missouri,64106,United States
768,Citywide Service and Repair,Main Office,Box 99354 300 Union Street,null,Saint John,Brunswick,E2P 1E3,Canada
1326,Nearby Sporting Goods,Main Office,Bradford,null,W. York,England,BD1 4SJ,United Kingdom
810,Rampart Amusement Company,Main Office,Bradford,"Raven House, Kingsgate",W. York,England,BD1 4SJ,United Kingdom
538,Amalgamated Parts Shop,Main Office,Brunnenstr 422,null,Frankfurt am Main,Hamburg,60082,Germany
1250,Next Door Cycles,Main Office,Brunnenstr 9511,null,Berlin,Saarland,14197,Germany
1450,Guaranteed Sales and Service,Main Office,Buckeye Factory Shops,null,Burbank,Ohio,44214,United States
1076,Rustic Bike Store,Main Office,Buergermeister-ulrich-str 3000,Buchhaltung,Augsburg,Bayern,86150,Germany
420,Capital Riding Supplies,Main Office,Buergermeister-ulrich-str 9500,null,Augsburg,Hamburg,86171,Germany
996,Hometown Riding Supplies,Main Office,Bundesallee 9571,Rechnungsstelle - C 035,Berlin,Brandenburg,14197,Germany
1106,The Commissary,Main Office,"Bureau 9900 825, Avenue Querbes",null,Outremont,Quebec,H1Y 2G5,Canada
1984,Nearby Cycle Shop,Main Office,Burgess Hill,Edward Way,West Sussex,England,RH15 9UD,United Kingdom
1410,Exclusive Bicycle Mart,Main Office,"Butterfield Hse, 7-251 Chapel St",null,Lancaster,England,LA1 1LN,United Kingdom
710,Wonderful Bikes Inc.,Main Office,C/O Arrow Electronics,null,Memphis,Tennessee,38103,United States
1266,Reasonable Bicycle Sales,Main Office,"C/O Starpak, Inc.",null,Greeley,Colorado,80631,United States
460,Pro Sporting Goods,Main Office,Camarillo Athletic Stores,null,Camarillo,California,93010,United States
1164,Consolidated Sales,Main Office,Carolina Factory Shops,null,Gaffney,South Carolina,29340,United States
1094,Little Bicycle Supply Shop,Main Office,Cedar Creek Stores,null,Mosinee,Wisconsin,54455,United States
718,First Supplies,Main Office,Chabbell Park,null,North Ryde,New South Wales,2113,Australia
878,Bicycle Outfitters,Main Office,Cherry Grove Plaza,null,Cincinnati,Ohio,45202,United States
1126,Hardware Components,Main Office,City Center,null,Minneapolis,Minnesota,55402,United States
378,Pedaling Components,Main Office,Conesweg 49,null,Kiel,Saarland,24044,Germany
832,Lease-a-Bike Shop,Main Office,Connecticut Post Mall,null,Milford,Connecticut,06460,United States
1462,Small Bike Accessories Shop,Main Office,Consumer Square,null,Cheektowaga,New York,14227,United States
1066,Small Bike Shop,Main Office,Corp Ofc Accts Payable,null,El Segundo,California,90245,United States
798,Sales and Supply Company,Main Office,Corporate Ofc A/p,123 Fourth Ave,Chantilly,Virginia,20151,United States
492,Coalition Bike Company,Main Office,Corporate Office,null,El Segundo,California,90245,United States
788,Paint Supply,Main Office,Corporate Office,null,Garland,Texas,75040,United States
1342,Global Sports Outlet,Main Office,Ctrcrt Bus Pk/995-27 Paul St N,null,Lavender Bay,New South Wales,2060,Australia
408,Nearest Bike Store,Main Office,Ctrcrt Bus Pk/995-27 Paul St N,null,North Ryde,New South Wales,2113,Australia
1096,Retail Toy Store,Main Office,"Dadeland Mall, Space 25090",null,Miami,Florida,33127,United States
1070,Fitness Sport Boutique,Main Office,Dansk Square,null,Kittery,Maine,03904,United States
1896,Tenth Bike Store,Main Office,Depot 80,null,Sillery,Quebec,G1T,Canada
480,Front Runner Bikes,Main Office,DeSouth Square,null,Bradenton,Florida,34205,United States
388,Remarkable Bike Store,Main Office,Eastern Beltway Center,null,Las Vegas,Nevada,89106,United States
318,Great Bikes ,Main Office,Eastridge Mall,null,Casper,Wyoming,82601,United States
698,Bike Rims Company,Main Office,Edgewater Mall,null,Biloxi,Mississippi,39530,United States
602,Uttermost Bike Shop,Main Office,Ellesfield Ave,null,Bracknell,England,RG12 8TB,United Kingdom
944,Number One Bike Co.,Main Office,"Elmhurst Road, Goring",null,Reading,England,RG7 5H7,United Kingdom
830,Showcase for Cycles,Main Office,Erftplatz 22,null,Sulzbach Taunus,Saarland,66272,Germany
474,Number 1 Supply,Main Office,Escondido,null,Escondido,California,92025,United States
754,Distinctive Store,Main Office,Factory Merchants,null,Barstow,California,92311,United States
1806,Black Bicycle Company,Main Office,Factory Merchants,null,Branson,Missouri,65616,United States
366,Activity Center,Main Office,Factory Stores Of America,null,Crossville,Tennessee,38555,United States
862,Retail Sporting Equipment,Main Office,Factory Stores Of America,null,Mesa,Arizona,85201,United States
1902,Chain and Chain Tool Distributions,Main Office,Factory Stores Of America,null,Smithfield,North Carolina,27577,United States
850,Regional Manufacturing,Main Office,Factory Stores/tucson,null,Tucson,Arizona,85701,United States
1390,"Contoso, Ltd.",Main Office,Fiesta Trail Shopping Center,null,San Antonio,Texas,78204,United States
342,Mountain Toy Store,Main Office,First Colony Mall,null,Sugar Land,Texas,77478,United States
326,Worthwhile Activity Store,Main Office,Flagler Park Plaza,null,Miami,Florida,33127,United States
654,Ultimate Bike Shop,Main Office,Foothills Mall,null,Maryville,Tennessee,37801,United States
462,Sporting Goods and Bicycle Shop,Main Office,Fort Henry Mall,null,Kingsport,Tennessee,37660,United States
486,Global Sporting Goods,Main Office,Fountains On The Lake,null,Stafford,Texas,77477,United States
370,Resale Services,Main Office,Fox Hills,null,Culver City,California,90232,United States
1438,Some Discount Store,Main Office,Frontier Mall,null,Cheyenne,Wyoming,82001,United States
352,Tiny Bike Boutique,Main Office,Fsa Outlet Center,null,Nashville,Tennessee,37203,United States
984,Riding Cycles,Main Office,Galashiels,null,Liverpool,England,L4 4HB,United Kingdom
1302,Exhibition Showroom,Main Office,"Garamonde Drive, Wymbush",P.O. Box 803,Milton Keynes,England,MK8 8ZD,United Kingdom
1260,Closest Bicycle Store,Main Office,"Garamonde Drive, Wymbush",PO Box 4023,Milton Keynes,England,MK8 8ZD,United Kingdom
992,Latest Accessories Sales,Main Office,Gateway,null,Portland,Oregon,97205,United States
364,Leading Bike Distributors,Main Office,Grand Central Place,null,Somerset,Kentucky,42501,United States
320,Metropolitan Sales and Rental,Main Office,Granite State Marketplace,null,Hooksett,New Hampshire,03106,United States
576,Independent Outlet,Main Office,Great Northern Mall Hwy4 & Rt. 31,null,Clay,New York,13041,United States
1270,Outdoor Sports Supply,Main Office,Great Northwestern,null,North Bend,Washington,98045,United States
1052,Traditional Department Stores,Main Office,Green Acres Mall,null,Valley Stream,New York,11580,United States
340,eCommerce Bikes,Main Office,Gulfport Factory Shops,null,Gulfport,Mississippi,39501,United States
416,Teen Discount Store,Main Office,Haberstr 29,null,Bonn,Hamburg,53131,Germany
966,The New Bike Store,Main Office,Hanford Mall,null,Hanford,California,93230,United States
582,Excellent Bikes,Main Office,Hans-Rosenthal-Platz 4223,null,Grevenbroich,Bayern,41485,Germany
636,Bicycle Exporters,Main Office,Hellweg 4934,null,Essen,Hamburg,45001,Germany
1974,Links Works,Main Office,Helsenbergbogen 6,null,Ascheim,Hamburg,86171,Germany
1922,A Cycle Shop,Main Office,Heritage Mall,null,Albany,Oregon,97321,United States
568,Hobby Store,Main Office,Highland Lakes Shopping Ctr.,null,Orlando,Florida,32804,United States
310,New Bikes Company,Main Office,Hilton Head Factory Outlets No. 25,null,Bluffton,South Carolina,29910,United States
536,Nonskid Tire Company,Main Office,Holiday Village Mall,null,Great Falls,Montana,59401,United States
748,Major Equipment Co,Main Office,Holzstr 6444,null,Salzgitter,Hessen,38231,Germany
1436,Practical Bike Supply Company,Main Office,Horizon Outlet,null,Woodbury,Minnesota,55125,United States
392,Small Cycle Store,Main Office,Horizon Outlet Center,null,Holland,Michigan,49423,United States
916,Blue Bicycle Company,Main Office,Horizon Outlet Center,null,Monroe,Michigan,98272,United States
1456,Sunny Place Bikes,Main Office,Horizon Outlet Center,null,Vero Beach,Florida,32960,United States
790,Preferred Bikes,Main Office,Incom Sports Center,null,Ontario,California,91764,United States
836,Active Cycling,Main Office,Indian Mound Mall,null,Heath,Ohio,43056,United States
692,Grand Discount Store,Main Office,Indiana Factory Shops,null,Daleville,Indiana,47334,United States
1960,Sports Store,Main Office,"Internet House, 3399 Science Park",null,Cambridge,England,CB4 4BZ,United Kingdom
298,The Bike Mechanics,Main Office,Johnny Appleseed Shop.center,null,Mansfield,Ohio,44903,United States
1448,Friendly Neighborhood Bikes,Main Office,Johnson Creek,null,Johnson Creek,Wisconsin,53038,United States
1050,First Bike Store,Main Office,Kansas City Factory Outlet,null,Odessa,Missouri,64076,United States
1020,Bicycle Warehouse Inc.,Main Office,Karl Liebknecht str 299,null,Frankfurt am Main,Saarland,60075,Germany
1906,Regional Cycle Shop,Main Office,Karl Liebknecht str 399,Leiter der Abteilung,Berlin,Hessen,14111,Germany
1976,Exhilarating Cycles,Main Office,Kensington Valley Shops,null,Howell,Michigan,48843,United States
314,Top of the Line Bikes,Main Office,Knaackstr 7,null,Paderborn,Hamburg,33041,Germany
588,Channel Outlet,Main Office,Knaves Beech Ind.,null,High Wycombe,England,HP10 9QY,United Kingdom
1088,Fast Services,Main Office,Königsteiner Straße 449,null,Leipzig,Nordrhein-Westfalen,04139,Germany
1420,Global Bike Retailers,Main Office,Königsteiner Straße 9,null,Bad Soden,Hessen,65800,Germany
1160,West Wind Distributors,Main Office,Krönerweg 9249,null,Hannover,Nordrhein-Westfalen,30601,Germany
1178,Enterprise Center,Main Office,Kurfürstenstr 574,null,München,Hessen,80074,Germany
888,Lustrous Paints and Components,Main Office,Kurfürstenstr 74,null,Poing,Saarland,66041,Germany
